timestamp,phase,gpu_temp_c,gpu_power_w,gpu_util_pct,cpu_temp_c,nvme_temp_c
1776360038,prefill_heavy,71,44.93,77,77,52
1776360039,prefill_heavy,71,44.46,87,77,52
1776360041,prefill_heavy,71,44.12,78,77,52
1776360042,prefill_heavy,69,42.89,95,76,52
1776360043,prefill_heavy,70,44.64,76,76,52
1776360044,prefill_heavy,69,43.12,78,76,52
1776360045,prefill_heavy,71,45.41,95,76,52
1776360046,prefill_heavy,71,43.91,89,77,52
1776360048,cooldown_1,70,43.83,75,76,52
1776360049,cooldown_1,64,13.43,0,71,52
1776360050,cooldown_1,63,13.17,0,68,52
1776360051,cooldown_1,63,13.00,0,67,52
1776360052,cooldown_1,62,13.00,0,66,52
1776360053,cooldown_1,61,12.92,0,65,52
1776360054,cooldown_1,61,12.80,0,65,52
1776360055,cooldown_1,61,12.73,0,64,52
1776360056,cooldown_1,60,12.74,0,64,52
1776360057,cooldown_1,60,12.52,0,63,52
1776360059,cooldown_1,59,12.50,0,63,52
1776360060,cooldown_1,59,12.36,0,63,52
1776360061,cooldown_1,59,12.28,0,62,52
1776360062,cooldown_1,59,12.21,0,62,52
1776360063,cooldown_1,58,12.14,0,62,52
1776360064,cooldown_1,58,12.17,0,61,52
1776360065,cooldown_1,58,12.05,0,61,52
1776360066,cooldown_1,57,12.00,0,61,52
1776360067,cooldown_1,57,11.98,0,60,52
1776360068,cooldown_1,57,11.99,0,60,52
1776360070,cooldown_1,57,11.91,0,60,52
1776360071,cooldown_1,57,11.88,0,60,52
1776360072,cooldown_1,56,11.84,0,59,52
1776360073,cooldown_1,56,11.83,0,59,52
1776360074,cooldown_1,56,11.84,0,59,51
1776360075,cooldown_1,56,11.77,0,59,51
1776360076,cooldown_1,55,11.78,0,58,51
1776360077,cooldown_1,55,11.80,0,58,51
1776360078,cooldown_1,55,11.75,0,58,51
1776360080,cooldown_1,55,11.72,0,58,51
1776360081,cooldown_1,55,11.70,0,58,51
1776360082,cooldown_1,55,11.60,0,57,51
1776360083,cooldown_1,54,11.60,0,57,51
1776360084,cooldown_1,54,11.58,0,57,51
1776360085,cooldown_1,54,11.57,0,57,51
1776360086,cooldown_1,54,11.55,0,57,51
1776360087,cooldown_1,54,11.55,0,57,51
1776360088,cooldown_1,54,11.52,0,56,51
1776360089,cooldown_1,53,11.51,0,56,51
1776360091,cooldown_1,53,11.42,0,56,51
1776360092,cooldown_1,53,11.32,0,56,51
1776360093,cooldown_1,53,11.34,0,56,51
1776360094,cooldown_1,53,11.32,0,56,51
1776360095,cooldown_1,53,11.27,0,55,51
1776360096,cooldown_1,53,11.26,0,55,51
1776360097,cooldown_1,52,11.21,0,55,51
1776360098,cooldown_1,52,11.23,0,55,51
1776360099,cooldown_1,52,11.16,0,55,51
1776360101,cooldown_1,52,11.15,0,55,51
1776360102,cooldown_1,52,11.12,0,55,51
1776360103,cooldown_1,52,11.14,0,55,51
1776360104,cooldown_1,52,11.09,0,54,50
1776360105,cooldown_1,52,11.11,0,54,50
1776360106,cooldown_1,52,11.11,0,54,50
1776360107,cooldown_1,51,11.09,0,54,50
1776360108,equal,51,11.37,0,55,50
1776360109,equal,56,34.64,96,58,50
1776360111,equal,57,34.74,96,60,50
1776360112,equal,57,34.96,96,61,50
1776360113,equal,58,35.04,96,62,50
1776360114,equal,58,34.71,83,62,50
1776360115,equal,58,35.05,95,62,50
1776360116,equal,59,35.12,96,62,50
1776360118,equal,59,35.29,96,64,50
1776360119,equal,59,35.53,96,65,50
1776360120,equal,59,35.42,96,66,50
1776360121,equal,60,35.39,96,66,50
1776360122,equal,60,35.38,95,64,50
1776360124,equal,60,35.50,96,64,50
1776360125,equal,60,35.57,96,64,50
1776360126,equal,60,35.67,96,64,50
1776360127,equal,60,35.71,96,64,49
1776360128,equal,61,35.70,96,65,49
1776360129,equal,61,35.68,96,65,49
1776360131,equal,61,35.73,96,65,49
1776360132,equal,61,35.79,96,65,49
1776360133,equal,61,35.81,96,65,49
1776360134,equal,61,35.81,96,65,49
1776360135,equal,61,35.87,96,66,49
1776360137,equal,62,35.95,96,66,49
1776360138,equal,62,35.93,96,66,49
1776360139,equal,62,35.77,96,66,49
1776360140,equal,62,35.98,96,66,49
1776360141,equal,62,35.98,96,66,49
1776360142,equal,62,36.12,96,66,49
1776360144,equal,62,35.99,96,66,49
1776360145,equal,62,36.35,96,66,49
1776360146,equal,62,36.04,96,67,49
1776360147,equal,62,36.06,96,67,49
1776360148,equal,63,36.18,96,67,49
1776360150,equal,63,36.19,96,67,49
1776360151,equal,63,36.17,96,67,49
1776360152,equal,63,36.15,96,67,49
1776360153,equal,63,36.16,96,67,49
1776360154,equal,63,36.12,96,67,49
1776360156,equal,63,36.11,96,67,49
1776360157,equal,63,36.25,96,67,49
1776360158,equal,63,36.22,96,68,49
1776360159,equal,63,36.15,95,67,49
1776360160,equal,63,36.38,96,68,49
1776360162,equal,63,36.26,96,69,49
1776360163,equal,63,36.29,96,69,49
1776360164,equal,63,36.22,96,69,49
1776360165,equal,63,36.14,93,70,49
1776360166,equal,64,36.24,95,68,49
1776360167,equal,64,36.32,96,69,48
1776360169,equal,64,36.22,96,68,48
1776360170,equal,64,36.33,90,68,48
1776360171,equal,64,36.39,96,69,48
1776360172,equal,64,36.29,96,69,48
1776360173,equal,64,36.29,96,68,48
1776360174,equal,64,36.25,95,68,48
1776360176,equal,64,36.63,96,68,48
1776360177,equal,64,36.24,96,68,48
1776360178,equal,64,36.27,96,68,48
1776360179,equal,64,36.28,95,68,48
1776360180,equal,64,36.32,96,68,48
1776360181,equal,64,36.29,96,68,48
1776360183,equal,64,36.28,96,68,48
1776360184,equal,64,36.30,96,68,48
1776360185,equal,64,36.25,95,68,48
1776360186,equal,64,36.22,96,69,48
1776360187,equal,64,36.32,96,69,48
1776360188,equal,64,36.35,96,69,48
1776360190,equal,64,36.34,96,69,48
1776360191,equal,64,36.22,96,69,48
1776360192,equal,64,36.41,96,69,48
1776360193,equal,64,36.43,96,69,48
1776360194,equal,64,36.44,96,69,48
1776360196,equal,64,36.60,96,69,48
1776360197,equal,64,36.43,96,69,48
1776360198,equal,65,36.44,96,69,48
1776360199,equal,65,36.45,96,69,48
1776360200,equal,65,36.32,96,69,48
1776360201,equal,65,36.37,96,69,48
1776360203,equal,65,36.44,96,69,48
1776360204,equal,65,36.47,96,69,48
1776360205,equal,65,36.49,96,69,48
1776360206,equal,65,36.60,96,69,48
1776360207,equal,65,36.55,96,69,48
1776360208,equal,65,36.51,96,69,48
1776360210,equal,65,36.60,96,71,48
1776360211,equal,65,36.56,95,72,48
1776360212,equal,65,36.57,96,72,48
1776360213,equal,65,36.58,96,72,48
1776360214,equal,65,36.53,96,72,48
1776360215,equal,65,36.18,81,69,48
1776360217,equal,65,36.50,96,69,48
1776360218,equal,65,36.64,96,69,48
1776360219,equal,65,36.59,96,69,48
1776360220,equal,65,36.51,96,69,48
1776360221,equal,65,36.61,96,69,48
1776360223,equal,65,36.59,96,69,49
1776360224,equal,65,36.67,96,69,49
1776360225,equal,65,36.64,96,69,49
1776360226,equal,65,36.49,96,69,49
1776360227,equal,65,36.53,96,69,49
1776360228,equal,65,36.61,96,69,49
1776360230,equal,65,36.63,96,69,49
1776360231,equal,65,36.58,96,70,49
1776360232,equal,65,36.51,96,70,49
1776360233,equal,65,36.55,96,70,49
1776360234,equal,65,36.60,96,70,49
1776360236,equal,65,36.68,96,70,49
1776360237,equal,65,36.75,96,70,49
1776360238,equal,65,36.67,96,70,49
1776360239,equal,65,36.61,96,70,49
1776360240,equal,65,36.72,96,70,49
1776360242,equal,65,36.54,96,70,49
1776360243,equal,65,36.69,96,70,49
1776360244,equal,65,36.68,96,70,49
1776360245,equal,65,36.70,96,70,49
1776360246,equal,65,36.62,96,70,49
1776360247,equal,65,36.68,96,70,49
1776360249,equal,65,36.69,96,70,49
1776360250,equal,65,36.70,96,70,49
1776360251,equal,65,36.72,96,70,49
1776360252,equal,65,36.69,96,70,49
1776360253,equal,65,36.68,96,70,49
1776360255,equal,65,36.67,96,70,49
1776360256,equal,65,36.69,96,70,49
1776360257,equal,65,36.74,95,70,49
1776360258,equal,65,36.68,96,70,49
1776360259,equal,65,36.62,96,70,49
1776360261,equal,65,36.65,96,70,49
1776360262,equal,65,36.65,79,70,49
1776360263,equal,65,36.79,96,70,49
1776360264,equal,66,36.81,96,70,49
1776360265,equal,66,36.85,96,70,49
1776360267,equal,66,36.94,96,70,49
1776360268,equal,66,36.76,96,70,49
1776360269,equal,66,36.81,96,70,49
1776360270,equal,66,36.79,96,70,49
1776360271,equal,66,36.73,96,70,49
1776360273,equal,66,36.75,96,70,49
1776360274,equal,66,36.69,96,70,49
1776360275,equal,66,36.64,96,70,49
1776360276,equal,66,36.54,96,70,49
1776360277,equal,66,36.59,96,70,49
1776360279,equal,66,36.61,96,70,49
1776360280,equal,66,36.62,96,70,49
1776360281,equal,66,36.72,96,70,49
1776360282,equal,66,36.65,96,70,49
1776360283,equal,66,36.66,96,70,49
1776360285,equal,66,36.79,96,70,49
1776360286,equal,66,36.72,96,70,49
1776360287,equal,66,36.61,96,70,49
1776360288,equal,66,36.65,96,70,49
1776360289,equal,66,36.67,96,70,49
1776360290,equal,66,36.70,96,70,49
1776360292,equal,66,36.65,96,70,49
1776360293,equal,66,36.62,96,70,49
1776360294,equal,66,36.79,96,70,49
1776360295,equal,66,36.84,96,70,49
1776360296,equal,66,36.91,96,70,49
1776360298,equal,66,36.97,96,70,49
1776360299,equal,66,36.76,96,70,49
1776360300,equal,66,36.71,96,70,49
1776360301,equal,66,36.71,96,70,49
1776360302,equal,66,36.78,95,70,49
1776360304,equal,66,36.72,96,70,49
1776360305,equal,66,36.76,96,70,49
1776360306,equal,66,36.80,96,70,49
1776360307,equal,66,36.74,96,70,49
1776360308,equal,66,37.10,81,70,49
1776360310,equal,66,36.82,96,70,49
1776360311,equal,66,36.79,96,72,49
1776360312,equal,66,36.76,96,72,49
1776360313,equal,66,36.81,96,72,49
1776360314,equal,66,36.62,95,70,49
1776360315,equal,66,36.77,96,71,49
1776360317,equal,66,36.80,96,72,49
1776360318,equal,66,36.71,96,72,49
1776360319,equal,66,36.64,96,72,49
1776360320,equal,66,36.72,96,72,49
1776360321,equal,66,36.69,96,72,49
1776360322,equal,66,36.80,96,72,49
1776360324,equal,66,36.72,96,72,49
1776360325,equal,66,36.82,96,73,49
1776360326,equal,66,36.78,96,72,49
1776360327,equal,66,36.82,96,72,49
1776360328,equal,66,36.78,96,72,49
1776360329,equal,66,36.86,96,73,49
1776360331,equal,66,36.83,96,73,49
1776360332,equal,66,36.81,96,73,49
1776360333,equal,66,36.59,96,73,49
1776360334,equal,66,36.84,96,73,49
1776360335,equal,66,36.80,96,73,49
1776360337,equal,66,36.87,96,71,49
1776360338,equal,66,36.83,96,71,49
1776360339,equal,66,36.81,96,71,49
1776360340,equal,66,36.89,96,71,49
1776360341,equal,66,36.91,96,71,49
1776360342,equal,66,36.94,96,71,49
1776360344,equal,66,36.96,96,71,49
1776360345,equal,66,36.86,95,71,49
1776360346,equal,66,36.94,96,71,49
1776360347,equal,66,36.88,96,71,49
1776360348,equal,66,36.49,96,71,49
1776360349,equal,66,36.77,95,71,49
1776360351,equal,66,36.88,96,71,49
1776360352,equal,66,36.81,96,71,49
1776360353,equal,66,36.84,96,71,49
1776360354,equal,66,36.78,78,71,50
1776360355,equal,66,36.87,96,71,50
1776360356,equal,66,36.93,96,71,50
1776360358,equal,66,36.92,96,71,50
1776360359,equal,66,36.86,96,71,50
1776360360,equal,66,36.88,96,71,50
1776360361,equal,66,36.98,96,71,50
1776360362,equal,66,36.92,96,71,50
1776360364,equal,66,36.92,96,71,50
1776360365,equal,66,37.07,96,71,50
1776360366,equal,66,36.95,96,71,50
1776360367,equal,67,36.94,96,71,50
1776360368,equal,66,36.94,96,71,50
1776360369,equal,67,36.85,96,71,50
1776360371,equal,67,37.01,96,71,50
1776360372,equal,67,36.95,96,71,50
1776360373,equal,67,36.98,96,71,50
1776360374,equal,67,36.88,96,71,50
1776360375,equal,67,36.85,96,71,50
1776360377,equal,67,36.89,96,71,50
1776360378,equal,67,36.91,96,71,50
1776360379,equal,67,36.66,96,71,50
1776360380,equal,67,37.00,96,71,50
1776360381,equal,67,37.03,96,71,50
1776360383,equal,67,36.94,96,71,50
1776360384,equal,67,36.99,96,71,50
1776360385,equal,67,36.96,96,71,50
1776360386,equal,67,37.08,96,71,50
1776360387,equal,67,37.01,96,71,50
1776360388,equal,67,37.06,96,71,50
1776360390,equal,67,37.17,96,71,50
1776360391,equal,67,36.92,96,71,50
1776360392,equal,67,36.94,96,71,50
1776360393,equal,67,36.97,96,71,50
1776360394,equal,67,36.93,96,71,50
1776360396,equal,67,37.00,96,71,50
1776360397,equal,67,37.10,96,71,50
1776360398,equal,67,37.07,96,71,50
1776360399,equal,67,37.03,96,71,50
1776360400,equal,67,37.24,81,71,50
1776360402,equal,67,37.15,96,71,50
1776360403,equal,67,37.04,96,71,50
1776360404,equal,67,37.06,96,71,50
1776360405,equal,67,37.15,96,71,50
1776360406,equal,67,37.05,96,71,50
1776360408,equal,67,37.03,96,71,50
1776360409,equal,67,37.05,96,71,50
1776360410,equal,67,37.05,96,72,50
1776360411,equal,67,37.02,96,72,50
1776360412,equal,67,37.06,96,72,50
1776360414,equal,67,37.06,96,72,50
1776360415,equal,67,36.71,96,72,50
1776360416,equal,67,37.10,96,72,50
1776360417,equal,67,37.05,96,72,50
1776360418,equal,67,37.11,96,72,50
1776360419,equal,67,37.14,96,72,50
1776360421,equal,67,37.16,96,72,50
1776360422,equal,67,37.06,96,72,50
1776360423,equal,67,37.09,96,72,50
1776360424,equal,67,37.01,96,72,50
1776360425,equal,67,37.20,96,72,50
1776360427,equal,67,37.08,96,72,50
1776360428,equal,67,37.14,96,72,50
1776360429,equal,67,37.07,96,72,50
1776360430,equal,67,37.08,96,72,50
1776360431,equal,67,37.08,96,72,50
1776360433,equal,67,37.14,96,72,50
1776360434,equal,67,37.13,96,72,50
1776360435,equal,67,37.11,96,72,50
1776360436,equal,67,37.23,96,72,50
1776360437,equal,67,37.13,96,72,50
1776360438,equal,67,37.11,96,72,50
1776360440,equal,67,37.02,96,72,50
1776360441,equal,67,37.11,96,72,50
1776360442,equal,67,37.06,96,72,50
1776360443,equal,67,37.17,96,72,50
1776360444,equal,67,37.15,96,72,50
1776360446,equal,67,37.13,95,72,50
1776360447,equal,67,37.13,96,72,50
1776360448,equal,67,37.13,96,72,50
1776360449,equal,67,37.24,96,72,50
1776360450,equal,67,37.30,96,72,50
1776360452,equal,67,37.41,96,72,50
1776360453,equal,67,37.23,96,72,50
1776360454,equal,67,37.28,96,72,50
1776360455,equal,67,37.28,96,72,50
1776360456,equal,67,37.25,96,72,51
1776360457,equal,67,37.31,96,72,51
1776360459,equal,67,37.28,96,72,51
1776360460,equal,67,37.24,96,72,51
1776360461,equal,67,37.12,96,72,51
1776360462,equal,67,37.19,96,72,51
1776360463,equal,67,37.24,96,72,51
1776360465,equal,67,37.32,96,72,51
1776360466,equal,67,36.90,96,72,51
1776360467,equal,67,37.29,96,72,51
1776360468,equal,67,37.18,96,72,51
1776360469,equal,67,37.21,96,72,51
1776360471,equal,67,37.25,96,72,51
1776360472,equal,67,37.32,96,72,51
1776360473,equal,67,37.15,96,72,51
1776360474,equal,67,37.09,96,72,51
1776360475,equal,67,37.17,96,72,51
1776360477,equal,67,37.05,96,72,51
1776360478,equal,67,37.15,96,72,51
1776360479,equal,67,37.29,96,72,51
1776360480,equal,67,37.26,96,72,51
1776360481,equal,67,37.18,96,72,51
1776360482,equal,67,37.21,96,72,51
1776360484,equal,67,37.31,96,72,51
1776360485,equal,67,37.26,96,72,51
1776360486,equal,67,37.17,96,72,51
1776360487,equal,67,37.40,96,72,51
1776360488,equal,67,37.22,96,72,51
1776360490,equal,67,37.22,96,72,51
1776360491,equal,67,37.20,96,72,51
1776360492,equal,68,37.20,95,72,51
1776360493,equal,67,37.32,96,72,51
1776360494,equal,67,37.36,96,72,51
1776360496,equal,67,37.42,96,72,51
1776360497,equal,67,37.35,80,72,51
1776360498,equal,67,37.28,96,72,51
1776360499,equal,67,37.26,96,72,51
1776360500,equal,67,37.32,96,72,51
1776360502,equal,67,37.16,96,72,51
1776360503,equal,67,37.30,96,73,51
1776360504,equal,67,37.32,96,74,51
1776360505,equal,67,37.31,96,74,51
1776360506,equal,67,37.25,96,74,51
1776360507,equal,67,37.34,96,74,51
1776360509,equal,67,37.23,96,74,51
1776360510,equal,67,37.34,96,74,51
1776360511,equal,67,37.29,96,74,51
1776360512,equal,67,37.22,96,74,51
1776360513,equal,67,37.20,96,74,51
1776360514,equal,67,37.21,96,74,51
1776360516,equal,67,37.24,96,74,51
1776360517,equal,67,37.15,96,74,51
1776360518,equal,67,37.20,96,74,51
1776360519,equal,67,37.17,96,74,51
1776360520,equal,67,37.20,96,74,51
1776360521,equal,67,37.31,96,74,51
1776360523,equal,67,37.20,96,74,51
1776360524,equal,67,37.24,96,74,51
1776360525,equal,67,37.13,96,74,51
1776360526,equal,67,37.20,96,74,51
1776360527,equal,67,37.31,96,74,51
1776360528,equal,67,37.29,96,74,51
1776360530,equal,67,37.33,96,74,51
1776360531,equal,67,37.33,96,74,51
1776360532,equal,67,37.30,96,74,51
1776360533,equal,67,37.22,96,74,51
1776360534,equal,67,37.26,96,74,51
1776360535,equal,67,37.35,96,74,51
1776360537,equal,67,37.24,96,74,51
1776360538,equal,67,37.19,96,74,51
1776360539,equal,67,37.19,96,74,51
1776360540,equal,67,37.21,96,74,51
1776360541,equal,67,37.10,96,74,51
1776360543,equal,67,37.02,80,74,51
1776360544,equal,67,37.11,96,74,51
1776360545,equal,67,37.16,96,74,51
1776360546,equal,67,37.25,96,74,51
1776360547,equal,67,37.14,96,74,51
1776360548,equal,67,37.04,96,72,51
1776360550,equal,67,37.08,96,72,51
1776360551,equal,67,37.08,96,73,51
1776360552,equal,67,37.09,96,73,51
1776360553,equal,67,36.98,96,73,51
1776360554,equal,67,36.96,96,73,51
1776360556,equal,67,37.11,96,73,51
1776360557,equal,67,37.13,96,73,51
1776360558,equal,67,37.16,96,73,51
1776360559,equal,67,37.11,96,73,51
1776360560,equal,67,37.20,96,73,51
1776360561,equal,67,37.23,96,73,51
1776360563,equal,67,37.19,96,73,51
1776360564,equal,67,37.20,96,73,51
1776360565,equal,67,37.17,96,73,51
1776360566,equal,67,37.22,96,73,51
1776360567,equal,67,37.19,96,73,51
1776360568,equal,67,37.20,96,73,51
1776360570,equal,67,37.20,96,73,51
1776360571,equal,67,37.17,96,73,51
1776360572,equal,67,37.12,96,73,51
1776360573,equal,67,37.13,96,73,51
1776360574,equal,67,37.08,96,73,51
1776360576,equal,67,37.15,96,73,51
1776360577,equal,67,37.22,96,73,51
1776360578,equal,67,37.25,96,73,51
1776360579,equal,67,37.22,96,73,51
1776360580,equal,67,37.29,95,73,51
1776360581,equal,67,37.32,96,73,51
1776360583,equal,67,37.28,96,73,51
1776360584,equal,67,37.16,96,73,51
1776360585,equal,67,37.26,96,73,51
1776360586,equal,67,37.35,96,73,51
1776360587,equal,67,37.32,96,73,51
1776360588,equal,67,37.12,96,72,51
1776360590,equal,67,37.30,96,72,51
1776360591,equal,67,37.19,96,72,51
1776360592,equal,67,37.21,96,72,51
1776360593,equal,67,37.21,96,72,51
1776360594,equal,67,37.16,96,72,51
1776360596,equal,67,37.16,96,72,51
1776360597,equal,67,37.17,96,72,51
1776360598,equal,67,37.23,96,72,51
1776360599,equal,67,37.22,96,72,51
1776360600,equal,67,37.17,96,72,51
1776360601,equal,67,37.13,96,72,51
1776360603,equal,67,37.15,96,72,51
1776360604,equal,67,36.96,96,72,51
1776360605,equal,67,37.14,96,72,51
1776360606,equal,67,37.11,96,72,51
1776360607,equal,67,37.12,96,72,51
1776360609,equal,67,37.14,96,74,51
1776360610,equal,67,37.12,95,75,51
1776360611,equal,67,37.18,96,75,51
1776360612,equal,67,37.15,96,75,51
1776360613,equal,67,37.14,96,75,51
1776360614,equal,67,36.99,80,75,51
1776360616,equal,67,37.19,96,75,51
1776360617,equal,67,37.16,96,75,51
1776360618,equal,67,37.16,96,75,51
1776360619,equal,67,36.86,96,75,51
1776360620,equal,67,37.16,96,75,51
1776360621,equal,67,37.19,96,75,51
1776360623,equal,67,37.15,96,75,51
1776360624,equal,67,37.17,96,75,51
1776360625,equal,67,37.06,96,75,51
1776360626,equal,67,37.10,96,75,51
1776360627,equal,67,37.18,96,75,51
1776360629,equal,67,37.22,96,75,51
1776360630,equal,67,37.32,96,75,51
1776360631,equal,67,37.19,96,75,51
1776360632,equal,67,37.22,96,75,51
1776360633,equal,67,37.15,96,75,51
1776360634,equal,67,36.83,96,72,51
1776360636,equal,67,37.12,96,72,51
1776360637,equal,67,37.08,96,72,51
1776360638,equal,67,37.12,96,72,51
1776360639,equal,67,37.08,96,72,51
1776360640,equal,67,37.25,96,72,51
1776360642,equal,67,37.20,96,72,51
1776360643,equal,67,37.17,96,72,51
1776360644,equal,67,37.21,96,72,51
1776360645,equal,67,37.10,96,72,51
1776360646,equal,67,37.17,96,72,51
1776360647,equal,67,37.22,96,72,51
1776360649,equal,67,37.37,96,72,51
1776360650,equal,67,37.31,96,72,51
1776360651,equal,67,37.30,96,72,51
1776360652,equal,67,37.36,96,72,51
1776360653,equal,67,37.30,96,72,51
1776360655,equal,67,37.26,96,72,51
1776360656,equal,67,37.40,96,72,51
1776360657,equal,67,37.33,96,72,51
1776360658,equal,67,37.33,96,72,51
1776360659,equal,67,37.25,96,72,51
1776360661,equal,67,37.30,81,72,51
1776360662,equal,67,37.19,96,72,51
1776360663,equal,67,37.16,96,72,51
1776360664,equal,67,37.20,96,72,51
1776360665,equal,67,37.24,96,72,51
1776360667,equal,67,37.26,96,72,51
1776360668,equal,67,37.24,96,72,51
1776360669,equal,67,37.22,96,72,51
1776360670,equal,67,37.27,96,72,51
1776360671,equal,67,37.28,96,72,51
1776360672,equal,67,37.15,96,72,51
1776360674,equal,67,37.18,96,72,51
1776360675,equal,67,37.20,96,72,51
1776360676,equal,67,37.30,96,72,51
1776360677,equal,67,37.21,96,72,51
1776360678,equal,67,37.13,96,72,51
1776360680,equal,67,37.25,96,72,51
1776360681,equal,67,37.09,96,72,51
1776360682,equal,67,37.19,96,72,51
1776360683,equal,67,37.23,96,72,51
1776360684,equal,67,37.19,96,72,51
1776360686,equal,67,36.97,96,72,51
1776360687,equal,67,37.24,96,72,51
1776360688,equal,67,37.22,96,72,51
1776360689,equal,67,37.23,96,72,51
1776360690,equal,67,37.28,96,72,51
1776360691,equal,67,37.23,96,73,51
1776360693,equal,67,37.22,96,73,51
1776360694,equal,67,37.24,96,73,51
1776360695,equal,67,37.29,96,73,51
1776360696,equal,67,37.30,96,73,51
1776360697,equal,67,37.25,96,73,51
1776360699,equal,67,37.16,96,73,51
1776360700,equal,67,37.33,96,73,51
1776360701,equal,67,37.28,96,74,51
1776360702,equal,67,37.25,96,73,51
1776360703,equal,67,37.30,96,73,51
1776360705,equal,67,37.33,96,73,51
1776360706,equal,67,37.30,96,73,51
1776360707,equal,67,37.33,84,72,51
1776360708,cooldown_2,67,37.15,96,72,51
1776360709,cooldown_2,67,37.11,96,74,51
1776360710,cooldown_2,67,37.08,96,74,51
1776360712,cooldown_2,67,24.38,96,70,51
1776360713,cooldown_2,62,13.00,0,67,51
1776360714,cooldown_2,61,12.91,0,65,51
1776360715,cooldown_2,61,12.81,0,65,51
1776360716,cooldown_2,60,12.68,0,64,51
1776360717,cooldown_2,60,12.46,0,63,51
1776360718,cooldown_2,59,12.37,0,63,51
1776360719,cooldown_2,59,12.28,0,62,51
1776360720,cooldown_2,59,12.24,0,62,51
1776360722,cooldown_2,58,12.15,0,62,51
1776360723,cooldown_2,58,12.12,0,61,51
1776360724,cooldown_2,58,12.08,0,61,51
1776360725,cooldown_2,57,12.12,0,61,51
1776360726,cooldown_2,57,12.15,0,60,51
1776360727,cooldown_2,57,12.10,0,60,51
1776360728,cooldown_2,57,11.98,0,60,51
1776360729,cooldown_2,56,12.03,0,59,51
1776360730,cooldown_2,56,12.00,0,59,51
1776360731,cooldown_2,56,11.88,0,59,51
1776360733,cooldown_2,56,11.91,0,59,51
1776360734,cooldown_2,55,11.81,0,58,51
1776360735,cooldown_2,55,11.79,0,58,51
1776360736,cooldown_2,55,11.73,0,58,51
1776360737,cooldown_2,55,11.71,0,58,51
1776360738,cooldown_2,55,11.70,0,58,51
1776360739,cooldown_2,54,11.66,0,57,51
1776360740,cooldown_2,54,11.63,0,57,51
1776360741,cooldown_2,54,11.61,0,57,51
1776360742,cooldown_2,54,11.58,0,57,51
1776360744,cooldown_2,54,11.56,0,57,51
1776360745,cooldown_2,54,11.52,0,56,50
1776360746,cooldown_2,53,11.51,0,56,50
1776360747,cooldown_2,53,11.52,0,56,50
1776360748,cooldown_2,53,11.56,0,56,50
1776360749,cooldown_2,53,11.53,0,56,50
1776360750,cooldown_2,53,11.50,0,56,50
1776360751,cooldown_2,53,11.40,0,56,50
1776360752,cooldown_2,53,11.30,0,55,50
1776360753,cooldown_2,53,11.30,0,55,50
1776360755,cooldown_2,52,11.22,0,55,50
1776360756,cooldown_2,52,11.16,0,55,50
1776360757,cooldown_2,52,11.19,0,55,50
1776360758,cooldown_2,52,11.18,0,55,50
1776360759,cooldown_2,52,11.11,0,55,50
1776360760,cooldown_2,52,11.14,0,54,50
1776360761,cooldown_2,52,11.13,0,54,50
1776360762,cooldown_2,52,11.11,0,54,50
1776360763,cooldown_2,51,11.10,0,54,50
1776360764,cooldown_2,51,11.08,0,54,50
1776360766,cooldown_2,51,11.08,0,54,50
1776360767,cooldown_2,51,11.04,0,54,50
1776360768,decode_heavy,51,11.25,0,54,50
1776360769,decode_heavy,56,35.11,95,58,50
1776360770,decode_heavy,57,36.37,96,61,50
1776360771,decode_heavy,57,36.16,96,62,50
1776360773,decode_heavy,58,36.01,95,63,49
1776360774,decode_heavy,58,36.15,96,63,49
1776360775,decode_heavy,58,36.84,95,64,49
1776360776,decode_heavy,58,37.75,95,64,49
1776360777,decode_heavy,59,36.08,96,64,49
1776360778,decode_heavy,60,36.52,81,65,49
1776360780,decode_heavy,59,37.37,96,65,49
1776360781,decode_heavy,59,37.86,82,65,49
1776360782,decode_heavy,60,36.63,96,65,49
1776360783,decode_heavy,60,36.62,96,66,49
1776360784,decode_heavy,60,38.28,83,66,49
1776360786,decode_heavy,60,36.90,96,66,49
1776360787,decode_heavy,60,36.84,96,66,49
1776360788,decode_heavy,62,36.25,96,66,49
1776360789,decode_heavy,61,37.71,96,67,49
1776360790,decode_heavy,61,38.04,96,67,49
1776360791,decode_heavy,61,36.53,96,67,49
1776360793,decode_heavy,61,36.32,96,67,49
1776360794,decode_heavy,60,37.53,96,66,49
1776360795,decode_heavy,61,36.97,95,66,49
1776360796,decode_heavy,61,36.33,96,66,49
1776360797,decode_heavy,62,36.38,96,66,49
1776360799,decode_heavy,62,37.18,96,66,48
1776360800,decode_heavy,64,37.50,96,67,48
1776360801,decode_heavy,62,36.58,96,67,48
1776360802,decode_heavy,62,37.48,83,67,48
1776360803,decode_heavy,62,37.13,96,67,48
1776360804,decode_heavy,62,36.81,96,67,48
1776360806,decode_heavy,62,37.87,96,67,48
1776360807,decode_heavy,63,37.58,96,67,48
1776360808,decode_heavy,63,37.39,96,67,48
1776360809,decode_heavy,62,37.27,96,68,48
1776360810,decode_heavy,65,38.77,95,68,48
1776360812,decode_heavy,63,37.45,96,68,48
1776360813,decode_heavy,63,36.90,94,68,48
1776360814,decode_heavy,63,37.29,96,68,48
1776360815,decode_heavy,63,38.23,96,68,48
