machine_label,mode,status,total_time_sec,avg_step_time,median_step_time,peak_gpu_memory_gb,final_loss,tokens_per_sec,samples_per_sec,steps_completed,run_dir
atom,fullft,success,18420.24,36.5833,36.5802,93.59,1.2358,150.2,0.11,500,atom_fullft_20260416_001034
atom,lora,success,17224.2,33.8326,33.8323,87.38,1.3767,162.4,0.24,500,atom_lora_20260415_083150
atom,qlora,success,33796.72,67.3424,67.337,12.45,1.5156,81.6,0.03,500,atom_qlora_20260415_140942
